final_portfolio_value,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,strategy,seed
1755575.2150489301,0.7555752150489301,0.18634027921856178,0.15641614789445887,1.191311010576057,-0.1810268785028094,RL rolling ensemble,1
1004531.744452744,0.004531744452743958,0.001373737615548709,0.23412029103436152,0.005867657217917465,-0.43443184956562897,RL rolling ensemble,2
2467697.9515643613,1.4676979515643613,0.31554443888202366,0.19791807797044936,1.5943184276937896,-0.21886938179965232,RL rolling ensemble,3
1940714.0697882473,0.9407140697882475,0.22300798126571175,0.1470562484467882,1.5164808270381414,-0.19414336260602927,RL rolling ensemble,4
1604066.5512595451,0.6040665512595451,0.15427285500362298,0.17534541842088813,0.8798225604806856,-0.20497646021093463,RL rolling ensemble,5
1583162.669068808,0.5831626690688079,0.14702788654280963,0.1345937353797705,1.092382837343468,-0.15954332627709245,DIA buy-and-hold,deterministic
2176245.5764425592,1.1762455764425592,0.2613401410433558,0.15462884827776613,1.690112446378051,-0.19078452850505134,Equal-weight 30,deterministic
1682797.751935232,0.682797751935232,0.16812200319852777,0.11721109159168651,1.4343523374408387,-0.09932892676187333,Minimum-variance,deterministic
