trade_window,model,candidate_id,candidate,fold_trade_start_pos,validation_days,seed,validation_sharpe,validation_final_value
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2077,126,5,0.2982901185986339,1232162.6774495188
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,1,0.0904721527203791,1043479.4084413066
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,2,-0.06326195450677959,957931.0337228198
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,3,0.036610536295711114,1015665.788105597
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,4,0.10221665197427575,1059278.2174406864
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,5,0.13559993573947646,1064869.242693966
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,1,-0.1565829479394237,926625.536392553
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,2,-0.06074010729496568,972119.6563765851
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,3,-0.037739559537744806,976512.210117228
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,4,-0.041825223578150494,979163.0762397962
5,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,5,0.059860862784886504,1026890.4005694473
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,1,0.15173872329637692,1113979.8758726942
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,2,0.12800197736086927,1089148.9576088134
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,3,0.15192364111031664,1113583.108676868
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,4,0.18513196097310664,1132092.5769850176
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,5,0.17145987493002404,1124022.7998614255
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,1,0.18670317853057256,1094060.0576292323
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,2,0.1432364125653965,1067174.197527862
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,3,0.1787474454506212,1090570.774031314
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,4,0.11075257461876845,1058625.2479942008
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,5,0.08360051111575276,1041070.0161953457
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,1,0.029183798692914428,1010253.8122507448
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,2,-0.02121812631149314,991128.3109638743
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,3,0.023104663848338633,1006484.7566868969
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,4,-0.010367341798238538,992345.316782963
5,ddpg,ddpg_db4c7149,"{""candidate_id"": ""ddpg_db4c7149"", ""kwargs"": {""batch_size"": 64, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.5}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,5,0.058971507390213916,1022888.7215817047
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,1,0.2196287143210908,1174837.3174458765
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,2,0.12212563571390941,1084935.2850760326
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,3,0.19902840137818534,1147606.2035500798
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,4,0.21934596575319631,1160459.4392992128
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2077,126,5,0.15784357531708004,1118075.9644916276
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,1,0.18622281221534803,1103917.6049726447
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,2,0.1565542284130647,1081407.4429567256
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,3,0.11070716786536203,1058158.7270696806
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,4,0.09634103433276621,1047892.5127316525
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,5,0.016136190928956302,1004789.8701716438
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,1,0.035116832365524125,1011237.6181286632
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,2,0.007444749903791065,1001598.2751387397
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,3,0.0211122996390749,1005806.6732291577
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,4,-0.08445716670537405,964760.1211523353
5,ddpg,ddpg_cfec8cb3,"{""candidate_id"": ""ddpg_cfec8cb3"", ""kwargs"": {""batch_size"": 128, ""buffer_size"": 10000, ""gamma"": 0.99, ""noise_sigma"": 0.3}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,5,0.026483142110491364,1008575.7327770925
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,1,0.14000954460217585,1070708.8147456183
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,2,0.10819434837319207,1067394.435126052
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,3,-0.036972227866145416,977432.1028641067
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,4,0.28822597992041354,1175234.1750868405
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2140,126,5,0.251838740506325,1142368.5877656671
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,1,-0.18710720061135994,923607.6753294922
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,2,0.06606880920290915,1034427.1978289731
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,3,-0.14223422499584937,935532.5425751565
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,4,-0.03126017819152484,982083.7339447269
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2203,126,5,0.027894741658845132,1008893.0163713747
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2266,126,1,0.1377866870533638,1083399.2424000683
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2266,126,2,0.2511214852162326,1140998.2075590563
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2266,126,3,0.1632779530305233,1085621.0676823184
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2266,126,4,0.13836275375684154,1058985.277554708
6,a2c,a2c_aee7d73f,"{""candidate_id"": ""a2c_aee7d73f"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 10000, ""validation_days"": 126}",2266,126,5,0.3528599758265379,1163849.1842861483
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2140,126,1,0.08858227071829208,1041273.3382866498
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2140,126,2,0.003586076608247544,997928.7988630289
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2140,126,3,0.005550007967679053,999991.9659203757
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2140,126,4,0.18246535107034417,1107549.4601895504
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2140,126,5,0.1618327475355479,1083262.8536228836
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2203,126,1,-0.09251673710187618,960262.1455445008
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2203,126,2,0.006948057316298713,998933.3444480163
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2203,126,3,-0.18959836094828697,896069.1738539927
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2203,126,4,0.055632058039475074,1023268.3455353568
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2203,126,5,0.08215018875277376,1034417.4671646025
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2266,126,1,0.1792453417495408,1089868.666504277
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2266,126,2,0.14458533560979853,1067692.970834716
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2266,126,3,0.10231830682638185,1043089.1540728587
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2266,126,4,0.1685959641364454,1061675.8740628609
6,a2c,a2c_09f4a573,"{""candidate_id"": ""a2c_09f4a573"", ""kwargs"": {""gamma"": 0.99}, ""timesteps"": 30000, ""validation_days"": 126}",2266,126,5,0.276381112205874,1101879.3829583912
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2140,126,1,0.11748232679546762,1060326.5611778195
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2140,126,2,-0.007366901075957894,989943.5158705637
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2140,126,3,-0.023372999120467676,983771.4394717248
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2140,126,4,0.126674749848112,1063571.9602334383
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2140,126,5,0.054861155962647415,1022044.9669386586
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2203,126,1,-0.06573917934073405,963129.0020181934
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2203,126,2,-0.03519831771307609,981511.980284555
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2203,126,3,-0.05961461290725962,965709.0620351519
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2203,126,4,-0.051366162093285685,974151.8629082402
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2203,126,5,0.08160942456380683,1035121.6909926727
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2266,126,1,0.20927435464274013,1104243.361331611
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2266,126,2,0.2604834891879738,1109014.0029370966
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2266,126,3,0.13794816929431447,1072212.5945713497
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2266,126,4,0.2629189279769277,1102486.8594463859
6,ppo,ppo_020fdc27,"{""candidate_id"": ""ppo_020fdc27"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 50000, ""validation_days"": 126}",2266,126,5,0.22528506697746967,1087453.1680317223
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,1,0.0904721527203791,1043479.4084413066
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,2,-0.06326195450677959,957931.0337228198
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,3,0.036610536295711114,1015665.788105597
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,4,0.10221665197427575,1059278.2174406864
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2140,126,5,0.13559993573947646,1064869.242693966
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,1,-0.1565829479394237,926625.536392553
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,2,-0.06074010729496568,972119.6563765851
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,3,-0.037739559537744806,976512.210117228
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,4,-0.041825223578150494,979163.0762397962
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2203,126,5,0.059860862784886504,1026890.4005694473
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2266,126,1,0.234363311370709,1096149.5614875434
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2266,126,2,0.221947476635852,1116879.2040192636
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2266,126,3,0.1009930539392356,1044146.3568940663
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2266,126,4,0.2234079937352562,1105590.1356067355
6,ppo,ppo_e4290e54,"{""candidate_id"": ""ppo_e4290e54"", ""kwargs"": {""batch_size"": 64, ""ent_coef"": 0.005, ""gamma"": 0.99, ""n_steps"": 512}, ""timesteps"": 100000, ""validation_days"": 126}",2266,126,5,0.20474439517273335,1082295.3991428553
