date,portfolio_value,reward,unscaled_reward,cash,transaction_costs,trades,turbulence,risk_off,strategy
2023-01-04,999484.9588244437,-0.05150411755562527,-515.0411755562527,719185.374244976,280.53409166336064,18,48.617618480310206,False,DDPG
2023-01-05,988577.4202033042,-1.0907538621139596,-10907.538621139596,438605.49008092866,560.8336762428283,36,75.76188417571507,False,DDPG
2023-01-06,1005140.4683912275,1.6563048187923386,16563.048187923385,163344.5390546797,835.8196413040162,54,36.88287126590971,False,DDPG
2023-01-09,1004586.1238313424,-0.05543445598850958,-554.3445598850958,0.0,999.000999000999,64,27.665622415606787,False,DDPG
2023-01-10,1007667.7109215059,0.3081587090163492,3081.5870901634917,0.0,999.000999000999,64,32.68206897992657,False,DDPG
2023-01-11,1019555.3440541361,1.1887633132630144,11887.633132630144,0.0,999.000999000999,64,12.194550716494993,False,DDPG
2023-01-12,1024829.837496751,0.5274493442614913,5274.493442614912,0.0,999.000999000999,64,31.517460622940924,False,DDPG
2023-01-13,1027334.8361173773,0.2504998620626284,2504.9986206262843,0.0,999.000999000999,64,18.95959843909522,False,DDPG
2023-01-17,1022310.8136666979,-0.5024022450679332,-5024.022450679332,0.0,999.000999000999,64,16.752907774513883,False,DDPG
2023-01-18,1001117.301126017,-2.119351254068094,-21193.51254068094,0.0,999.000999000999,64,93.66725005285348,False,DDPG
2023-01-19,993800.4836489633,-0.731681747705373,-7316.81747705373,0.0,999.000999000999,64,29.96924214535943,False,DDPG
2023-01-20,1011614.9068252924,1.7814423176329117,17814.423176329117,0.0,999.000999000999,64,36.12941970797391,False,DDPG
2023-01-23,1018260.4947970256,0.6645587971733184,6645.5879717331845,0.0,999.000999000999,64,41.29164800434987,False,DDPG
2023-01-24,1021557.0884631022,0.32965936660766604,3296.59366607666,0.0,999.000999000999,64,24.267918218779265,False,DDPG
2023-01-25,1023394.0490024711,0.18369605393689126,1836.9605393689126,0.0,999.000999000999,64,70.90109706442583,False,DDPG
2023-01-26,1020336.2035030401,-0.3057845499431016,-3057.845499431016,0.0,999.000999000999,64,15.23518020865826,False,DDPG
2023-01-27,1024758.4437347092,0.44222402316690423,4422.240231669042,0.0,999.000999000999,64,78.08712783463974,False,DDPG
2023-01-30,1018247.1316399588,-0.6511312094750349,-6511.3120947503485,0.0,999.000999000999,64,111.89017051287912,False,DDPG
2023-01-31,1032315.4467741426,1.4068315134183738,14068.315134183737,0.0,999.000999000999,64,63.07367884174347,False,DDPG
2023-02-01,1036564.9159855254,0.42494692113827914,4249.469211382791,0.0,999.000999000999,64,33.734816310882906,False,DDPG
2023-02-02,1035586.9444121511,-0.09779715733742342,-977.9715733742341,0.0,999.000999000999,64,26.401697821252355,False,DDPG
2023-02-03,1026444.0654397001,-0.9142878972450971,-9142.87897245097,0.0,999.000999000999,64,77.42937474874395,False,DDPG
2023-02-06,1025329.7916335454,-0.1114273806154728,-1114.273806154728,0.0,999.000999000999,64,56.11819515246941,False,DDPG
2023-02-07,1031195.0865752822,0.5865294941736735,5865.2949417367345,0.0,999.000999000999,64,16.689097054582486,False,DDPG
2023-02-08,1026490.7547098501,-0.47043318654320904,-4704.33186543209,0.0,999.000999000999,64,35.21474062374773,False,DDPG
2023-02-09,1021880.2294921592,-0.46105252176908545,-4610.525217690854,0.0,999.000999000999,64,22.908968136690973,False,DDPG
2023-02-10,1023802.9037614834,0.19226742693241686,1922.6742693241686,0.0,999.000999000999,64,18.04913138754658,False,DDPG
2023-02-13,1036007.8013947152,1.2204897633231828,12204.897633231827,0.0,999.000999000999,64,16.313795799879674,False,DDPG
2023-02-14,1033072.8485253602,-0.29349528693549803,-2934.95286935498,0.0,999.000999000999,64,9.036396525600187,False,DDPG
2023-02-15,1033282.806620239,0.020995809487882072,209.9580948788207,0.0,999.000999000999,64,20.557400149016424,False,DDPG
2023-02-16,1018161.7027559988,-1.5121103864240228,-15121.103864240227,0.0,999.000999000999,64,17.834731917629504,False,DDPG
2023-02-17,1025450.5001297162,0.7288797373717418,7288.797373717418,0.0,999.000999000999,64,44.30944026337915,False,DDPG
2023-02-21,1006694.2060701848,-1.8756294059531415,-18756.294059531414,0.0,999.000999000999,64,18.711727424089204,False,DDPG
2023-02-22,1004698.4630251479,-0.1995743045036914,-1995.7430450369138,0.0,999.000999000999,64,32.79577922415548,False,DDPG
2023-02-23,1008942.2878673195,0.42438248421716274,4243.824842171627,0.0,999.000999000999,64,9.263636067054271,False,DDPG
2023-02-24,996931.6484595193,-1.2010639407800279,-12010.639407800278,0.0,999.000999000999,64,54.28339232253821,False,DDPG
2023-02-27,998335.612284814,0.1403963825294748,1403.963825294748,0.0,999.000999000999,64,14.233045927985344,False,DDPG
2023-02-28,992539.997280698,-0.5795615004115972,-5795.615004115971,0.0,999.000999000999,64,4.5887735855771,False,DDPG
2023-03-01,991624.9631199616,-0.09150341607364826,-915.0341607364826,0.0,999.000999000999,64,38.81900733446325,False,DDPG
2023-03-02,1005622.1333338504,1.3997170213888865,13997.170213888865,0.0,999.000999000999,64,36.74991290203244,False,DDPG
2023-03-03,1015813.0448295344,1.0190911495683947,10190.911495683948,0.0,999.000999000999,64,53.7611377002007,False,DDPG
