date,portfolio_value,reward,unscaled_reward,cash,transaction_costs,trades,turbulence,risk_off,selected_model
2023-10-02,1013959.229195924,-0.08876527504018741,-887.6527504018741,0.0,832.5537047039255,419,35.288262499035255,False,ppo
2023-10-03,1006053.3373255117,-0.7905891870412277,-7905.891870412277,0.0,844.1597069751512,425,32.91411815932344,False,ppo
2023-10-05,1011776.1670660309,-0.45130352938175206,-4513.03529381752,0.0,120.55631681163877,8,21.3824230929131,False,ddpg
2023-10-06,1020726.6545504945,0.8950487484463607,8950.487484463607,0.0,194.2375058466028,13,82.668596469433,False,ddpg
2023-10-09,1021873.8995972963,0.11472450468017488,1147.2450468017487,0.0,247.5878014879771,18,44.490864614211134,False,ddpg
2023-10-10,1024969.7246639526,0.309582506665634,3095.82506665634,0.0,289.67232104861665,22,16.715950323565487,False,ddpg
2023-10-11,1029607.7582474859,0.4638033583533252,4638.033583533252,0.0,332.1874364721336,26,22.079063113392607,False,ddpg
2023-10-12,1028986.9241301708,-0.062083411731501115,-620.8341173150111,0.0,374.3613064559096,30,41.34331478760535,False,ddpg
2023-10-13,1034194.4902553265,0.5207566125155659,5207.566125155659,0.0,416.54793033313103,35,27.53950208152155,False,ddpg
2023-10-16,1044758.1056961603,1.056361544083385,10563.615440833848,0.0,459.00558025766935,39,30.994879297305594,False,ddpg
2023-10-17,1044711.7782375885,-0.004632745857187547,-46.32745857187547,0.0,497.91093790043055,43,12.595080136981295,False,ddpg
2023-10-18,1041710.2189625931,-0.30015592749953507,-3001.5592749953507,0.0,535.5584397820938,46,20.54849869263919,False,ddpg
2023-10-19,1036146.3534774504,-0.5563865485142684,-5563.865485142684,0.0,573.9149525015522,49,76.06246066033503,False,ddpg
2023-10-20,1027980.4892735158,-0.8165864203934674,-8165.864203934673,0.0,612.0646057352815,52,26.537108241260057,False,ddpg
2023-10-23,1026291.4183192573,-0.16890709542584373,-1689.0709542584373,0.0,650.0467971888474,55,36.49813885418675,False,ddpg
2023-10-24,1033168.306705184,0.6876888385926723,6876.888385926723,0.0,688.1932607106771,59,30.013600488874733,False,ddpg
2023-10-25,1041012.4762220591,0.784416951687506,7844.16951687506,0.0,726.8121910662103,62,122.57932628698265,False,ddpg
2023-10-26,1023487.4460037926,-1.7525030218266533,-17525.030218266533,0.0,765.5304514130412,65,89.65885071414698,False,ddpg
2023-10-27,1014627.3085538507,-0.8860137449941831,-8860.13744994183,0.0,804.0349256070601,68,79.69345285431986,False,ddpg
2023-10-30,1030621.8413640998,1.5994532810249018,15994.532810249017,0.0,842.0064252378005,71,83.00584989078158,False,ddpg
2023-10-31,1037398.5388528046,0.6776697488704813,6776.697488704813,0.0,872.8129770052473,74,31.9263104002395,False,ddpg
2023-11-01,1038608.7010572619,0.12101622044573306,1210.1622044573305,0.0,883.3839032713639,78,71.22603219015164,False,ddpg
2023-11-02,1055074.17251865,1.6465471461388166,16465.471461388166,0.0,894.0492754967947,80,26.185189425792686,False,ddpg
2023-11-03,1060945.204912615,0.5871032393964939,5871.032393964939,0.0,895.7898763515378,82,21.22437405144913,False,ddpg
2023-11-06,1066153.6865644148,0.5208481651799753,5208.481651799753,0.0,895.7898763515378,82,31.862810815346766,False,ddpg
2023-11-07,1075079.5477539862,0.8925861189571442,8925.861189571442,0.0,895.7898763515378,82,9.559231192927703,False,ddpg
2023-11-08,1077786.2906405116,0.2706742886525346,2706.742886525346,0.0,895.7898763515378,82,10.429169199508348,False,ddpg
2023-11-09,1069402.1139068748,-0.8384176733636763,-8384.176733636763,0.0,895.7898763515378,82,12.679155735295069,False,ddpg
2023-11-10,1078227.171732303,0.8825057825428201,8825.0578254282,0.0,895.7898763515378,82,56.96086097641368,False,ddpg
2023-11-13,1073677.4893095964,-0.45496824227066246,-4549.6824227066245,0.0,895.7898763515378,82,20.85393106516765,False,ddpg
2023-11-14,1083330.6588641307,0.9653169554534369,9653.169554534368,0.0,895.7898763515378,82,18.496926586262923,False,ddpg
2023-11-15,1085651.9037270627,0.23212448629320134,2321.2448629320133,0.0,895.7898763515378,82,36.31158943270046,False,ddpg
2023-11-16,1093026.12419412,0.7374220467057312,7374.220467057312,0.0,895.7898763515378,82,24.174751879968145,False,ddpg
2023-11-17,1083592.9781183035,-0.9433146075816593,-9433.146075816592,0.0,895.7898763515378,82,261.326523660882,False,ddpg
2023-11-20,1090145.1408496436,0.6552162731340155,6552.162731340155,0.0,895.7898763515378,82,20.06715299028469,False,ddpg
