date,portfolio_value,reward,unscaled_reward,cash,transaction_costs,trades,turbulence,risk_off,strategy
2023-01-04,1001360.1519032607,0.1360151903260732,1360.151903260732,821500.903252812,178.32077597121685,16,48.617618480310206,False,A2C
2023-01-05,993435.2557938659,-0.7924896109394846,-7924.896109394846,641461.795353713,358.18002462166555,32,75.76188417571507,False,A2C
2023-01-06,1004213.0374177042,1.0777781623838354,10777.781623838353,465299.0784034164,534.1667548417419,48,36.88287126590971,False,A2C
2023-01-09,1005440.1645428024,0.12271271250981372,1227.1271250981372,285424.3114893188,713.8618266839973,64,27.665622415606787,False,A2C
2023-01-10,1007481.3462302648,0.20411816874623764,2041.1816874623764,104483.60706764131,894.6217711611976,80,32.68206897992657,False,A2C
2023-01-11,1020899.7238763551,1.3418377646090347,13418.377646090346,0.0,999.000999000999,89,12.194550716494993,False,A2C
2023-01-12,1027607.2509857377,0.6707527109382558,6707.527109382558,0.0,1220.7914441290618,104,31.517460622940924,False,A2C
2023-01-13,1029907.6757243592,0.2300424738621572,2300.424738621572,0.0,1442.584346153304,119,18.95959843909522,False,A2C
2023-01-17,1015013.5154969157,-1.4894160227443558,-14894.160227443557,0.0,1625.9225932864592,133,16.752907774513883,False,A2C
2023-01-18,995820.7697212979,-1.9192745775617777,-19192.745775617776,0.0,1804.245855430588,147,93.66725005285348,False,A2C
2023-01-19,988489.5578924988,-0.7331211828799103,-7331.211828799103,0.0,1967.129828111819,160,29.96924214535943,False,A2C
2023-01-20,1000062.3348256865,1.1572776933187736,11572.776933187735,0.0,2135.4104361381073,176,36.12941970797391,False,A2C
2023-01-23,1012349.7127466893,1.2287377921002802,12287.377921002802,0.0,2172.893141761965,182,41.29164800434987,False,A2C
2023-01-24,1009423.1546841238,-0.2926558062565513,-2926.558062565513,0.0,2198.824551409164,187,24.267918218779265,False,A2C
2023-01-25,1007921.6610815069,-0.15014936026169454,-1501.4936026169453,0.0,2220.5742708768257,191,70.90109706442583,False,A2C
2023-01-26,1022971.0632288388,1.5049402147331974,15049.402147331974,0.0,2222.239242915398,193,15.23518020865826,False,A2C
2023-01-27,1021713.7416705159,-0.12573215583229905,-1257.3215583229903,0.0,2225.0222086445247,195,78.08712783463974,False,A2C
2023-01-30,1014304.7921930976,-0.740894947741821,-7408.949477418209,0.0,2227.0416828439165,197,111.89017051287912,False,A2C
2023-01-31,1033062.0421462735,1.8757249953175896,18757.249953175895,0.0,2227.0416828439165,197,63.07367884174347,False,A2C
2023-02-01,1037989.0498344204,0.49270076881469,4927.007688146899,0.0,2227.0416828439165,197,33.734816310882906,False,A2C
2023-02-02,1041439.4945783658,0.345044474394538,3450.4447439453797,0.0,2227.0416828439165,197,26.401697821252355,False,A2C
2023-02-03,1030561.6623385567,-1.0877832239809098,-10877.832239809097,0.0,2227.0416828439165,197,77.42937474874395,False,A2C
2023-02-06,1028313.5261606661,-0.22481361778905848,-2248.136177890585,0.0,2227.0416828439165,197,56.11819515246941,False,A2C
2023-02-07,1040344.9272139837,1.203140105331759,12031.40105331759,0.0,2227.0416828439165,197,16.689097054582486,False,A2C
2023-02-08,1034583.1865002709,-0.5761740713712876,-5761.740713712876,0.0,2230.404227002037,199,35.21474062374773,False,A2C
2023-02-09,1028153.3560244809,-0.642983047578996,-6429.8304757899605,0.0,2230.404227002037,199,22.908968136690973,False,A2C
2023-02-10,1030378.8110886284,0.2225455064147478,2225.455064147478,0.0,2230.404227002037,199,18.04913138754658,False,A2C
2023-02-13,1046407.6996766018,1.602888858797343,16028.88858797343,0.0,2230.404227002037,199,16.313795799879674,False,A2C
2023-02-14,1042766.0529880348,-0.3641646688567009,-3641.646688567009,0.0,2230.404227002037,199,9.036396525600187,False,A2C
2023-02-15,1045370.5255738571,0.26044725858223394,2604.472585822339,0.0,2230.404227002037,199,20.557400149016424,False,A2C
2023-02-16,1029181.6519603136,-1.6188873613543577,-16188.873613543577,0.0,2230.404227002037,199,17.834731917629504,False,A2C
2023-02-17,1031828.08889614,0.2646436935826438,2646.4369358264375,0.0,2230.404227002037,199,44.30944026337915,False,A2C
2023-02-21,1010124.6867438869,-2.170340215225308,-21703.402152253082,0.0,2230.404227002037,199,18.711727424089204,False,A2C
2023-02-22,1006763.3343001995,-0.3361352443687385,-3361.3524436873845,0.0,2230.404227002037,199,32.79577922415548,False,A2C
2023-02-23,1011366.4157806652,0.46030814804657133,4603.081480465713,0.0,2230.404227002037,199,9.263636067054271,False,A2C
2023-02-24,999842.2695932875,-1.1524146187377744,-11524.146187377743,0.0,2230.404227002037,199,54.28339232253821,False,A2C
2023-02-27,1002505.0452389849,0.26627756456973734,2662.7756456973734,0.0,2230.404227002037,199,14.233045927985344,False,A2C
2023-02-28,994607.1792210693,-0.7897866017915541,-7897.866017915541,0.0,2230.404227002037,199,4.5887735855771,False,A2C
2023-03-01,995558.0622529082,0.09508830318389228,950.8830318389228,0.0,2230.404227002037,199,38.81900733446325,False,A2C
2023-03-02,1013053.6551326292,1.7495592879720965,17495.592879720964,0.0,2230.404227002037,199,36.74991290203244,False,A2C
2023-03-03,1024294.2515579553,1.1240596425326075,11240.596425326074,0.0,2230.404227002037,199,53.7611377002007,False,A2C
2023-03-06,1022362.1990211959,-0.1932052536759409,-1932.052536759409,0.0,2236.5573064698638,201,15.9362057001613,False,A2C
2023-03-07,1007930.3473297022,-1.443185169149365,-14431.851691493648,0.0,2236.5573064698638,201,31.885617154918307,False,A2C
2023-03-08,1006744.3901245061,-0.11859572051961441,-1185.957205196144,0.0,2236.5573064698638,201,19.950066892968735,False,A2C
2023-03-09,990568.7666908131,-1.6175623433692963,-16175.623433692963,0.0,2236.5573064698638,201,15.800387192936997,False,A2C
2023-03-10,978208.0583306218,-1.236070836019132,-12360.708360191318,0.0,2236.5573064698638,201,22.22479849723993,False,A2C
2023-03-13,976182.6530662354,-0.20254052643864418,-2025.4052643864416,0.0,2236.868420564868,203,87.73452334074322,False,A2C
2023-03-14,990853.8289244038,1.4671175858168397,14671.175858168397,0.0,2236.868420564868,203,46.45314379454592,False,A2C
2023-03-15,983465.6942744062,-0.7388134649997578,-7388.134649997577,0.0,2242.8887774532077,205,25.895660316711407,False,A2C
2023-03-16,1002710.8976903985,1.9245203415992322,19245.20341599232,0.0,2246.342604744002,207,38.78757752703601,False,A2C
2023-03-17,991089.8722243705,-1.1621025466028019,-11621.025466028019,0.0,2249.845334354178,209,31.9670684006825,False,A2C
2023-03-20,998239.8287958461,0.7149956571475603,7149.956571475603,0.0,2253.329388943225,211,37.117017558330694,False,A2C
2023-03-21,1013142.4188375829,1.490259004173684,14902.59004173684,0.0,2253.329388943225,211,24.35202688315801,False,A2C
2023-03-22,993663.4420102432,-1.9478976827339736,-19478.976827339735,0.0,2256.8917071855685,213,17.21119963677687,False,A2C
2023-03-23,996814.2222102842,0.31507802000410157,3150.7802000410156,0.0,2256.8917071855685,213,25.42086769428804,False,A2C
2023-03-24,1001506.3782188719,0.46921560085876846,4692.1560085876845,0.0,2256.8917071855685,213,12.071049584012464,False,A2C
2023-03-27,1002273.4511659428,0.07670729470709339,767.0729470709339,0.0,2259.5184393072414,215,17.83760129815166,False,A2C
2023-03-28,998964.0893882088,-0.3309361777734012,-3309.3617777340114,0.0,2259.5184393072414,215,29.029804825258452,False,A2C
2023-03-29,1010426.7408184157,1.146265143020684,11462.65143020684,0.0,2261.810567624008,217,14.354279050407431,False,A2C
2023-03-30,1013306.283436938,0.28795426185223044,2879.542618522304,0.0,2264.0720544009805,219,16.642893045529586,False,A2C
2023-03-31,1028082.4910341253,1.4776207597187372,14776.207597187371,0.0,2266.8664683461684,222,7.329526925423664,False,A2C
2023-04-03,1031686.0993830473,0.36036083489219894,3603.608348921989,0.0,2269.3854758820025,224,10.369364957815671,False,A2C
2023-04-05,1024714.424979506,-0.3252721764015849,-3252.7217640158487,0.0,136.52969721569113,12,31.85725961097818,False,A2C
2023-04-06,1028011.2057678641,0.32967807883581846,3296.7807883581845,0.0,231.7381873770236,23,47.45134964624789,False,A2C
2023-04-10,1031202.0487507915,0.31908429829273377,3190.8429829273377,0.0,317.62506143044817,33,14.334257866130176,False,A2C
2023-04-11,1030383.2196986713,-0.08188290521202143,-818.8290521202143,0.0,402.80722221936077,43,14.29517542153832,False,A2C
2023-04-12,1032982.9488406857,0.2599729142014403,2599.729142014403,0.0,498.905158644167,53,13.191583384634294,False,A2C
2023-04-13,1048786.9737931823,1.5804024952496636,15804.024952496635,0.0,581.9004323632979,62,12.411661098636529,False,A2C
2023-04-14,1044426.7999176343,-0.4360173875547946,-4360.1738755479455,0.0,636.0317087724575,68,18.18046215691819,False,A2C
2023-04-17,1050315.4074786971,0.5888607561062789,5888.607561062789,0.0,693.4828957699814,74,103.21866559950114,False,A2C
2023-04-18,1051054.8684777636,0.07394609990664758,739.4609990664758,0.0,734.9160027459072,80,11.647575222331923,False,A2C
2023-04-19,1053000.2328747264,0.1945364396962803,1945.3643969628029,0.0,751.2399381665992,84,31.520587608884487,False,A2C
2023-04-20,1047761.1172832432,-0.5239115591483191,-5239.115591483191,0.0,767.1876830073729,87,90.915452011048,False,A2C
2023-04-21,1056009.361905763,0.8248244622519706,8248.244622519705,0.0,767.485290962299,89,26.392467430588724,False,A2C
2023-04-24,1055227.8853886414,-0.07814765171215404,-781.4765171215404,0.0,767.485290962299,89,34.31180965645834,False,A2C
2023-04-25,1041760.5148460008,-1.3467370542640567,-13467.370542640567,0.0,767.485290962299,89,12.414434291928682,False,A2C
2023-04-26,1045267.501835187,0.35069869891861455,3506.9869891861454,0.0,767.485290962299,89,10.07539953673458,False,A2C
2023-04-27,1066840.3521403254,2.157285030513839,21572.85030513839,0.0,767.8805074153057,91,70.73849520908938,False,A2C
2023-04-28,1073534.3350714345,0.6693982931109146,6693.982931109145,0.0,770.1430668559443,94,52.820813725753624,False,A2C
2023-05-01,1075843.3233485003,0.23089882770658007,2308.9882770658005,0.0,770.1430668559443,94,24.046398751102167,False,A2C
2023-05-02,1069978.3034852974,-0.5865019863202935,-5865.019863202934,0.0,773.7202295950028,97,21.9616854377101,False,A2C
2023-05-03,1066337.8347789901,-0.36404687063072344,-3640.4687063072342,0.0,773.7202295950028,97,34.42139533414799,False,A2C
2023-05-04,1058005.8094602432,-0.8332025318746921,-8332.02531874692,0.0,773.7202295950028,97,20.006544962165137,False,A2C
2023-05-05,1074398.8978625878,1.6393088402344613,16393.088402344612,0.0,774.1336444810095,100,19.34308597034587,False,A2C
2023-05-08,1073328.938356394,-0.10699595061938745,-1069.9595061938744,0.0,776.3911281624726,102,14.340484196436805,False,A2C
2023-05-09,1069403.6723840528,-0.3925265972341178,-3925.265972341178,0.0,778.6940589770193,104,7.605496569012365,False,A2C
2023-05-10,1071729.446593658,0.23257742096052972,2325.774209605297,0.0,778.6940589770193,104,15.29512347760191,False,A2C
